Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Counts,415,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Counts,305,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Counts,32,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Counts,1996,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Counts,1966,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Counts,145,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Counts,10142,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2003,Counts,2180,CTS/DMDB
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,2004,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,1175,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,775,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,1909,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,57306,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,526,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,1765,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,26238,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,47542,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,1262,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,7324,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,626,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,485,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,772,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,1752,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,3734,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,7,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,444,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,648,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,471,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,42,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,1952,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,1701,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,16381,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,369,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,10419,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2004,Counts,1988,CTS/DMDB
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,89,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1674,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,6047,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1037,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,819,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1849,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,55203,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,402,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1919,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,23868,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,47163,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1410,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,6558,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,633,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,622,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,858,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1801,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,288,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,4020,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,18,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,558,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,721,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,393,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,35,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,7285,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1960,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1619,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,18491,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,532,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,311,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,11711,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1929,CTS/DMDB
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,87,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1738,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,6492,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,911,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,672,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1615,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,52231,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,354,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,2728,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,22864,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,43738,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1496,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,6726,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,695,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,610,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,653,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1415,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,281,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,4513,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,12,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,521,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,205,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,328,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,389,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,146,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,43,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,7140,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,2176,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1729,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,20914,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,457,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,283,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,286,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,12147,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,2114,CTS/DMDB
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,101,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,10,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1793,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,6559,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,764,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,176,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,684,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1689,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,56281,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,10348,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,244,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,2326,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,23247,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,41521,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1448,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,6552,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,555,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,681,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,643,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1366,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,349,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,4897,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,18,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,405,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,592,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,460,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,423,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,145,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,70,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,30,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,6520,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,2235,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,3709,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1810,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1565,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,20182,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,419,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,293,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,363,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,12563,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1898,CTS/DMDB
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,76,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,15,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,2934,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,6586,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,749,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,170,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,527,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,1680,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,56784,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,11558,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,368,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,2906,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,24031,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,40923,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,1579,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,6331,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,682,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,761,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,2527,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,1406,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,368,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,4893,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,11,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,408,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,353,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,416,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,474,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,155,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,80,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,35,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,10495,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,2296,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,3294,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,2251,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,1566,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,18852,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,436,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,252,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,276,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,14678,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,1995,CTS/DMDB
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,194,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,83,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,6,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,2568,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,6771,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,726,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,89,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,509,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,6648,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,1730,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,49084,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,10684,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,309,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,2205,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,23253,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,43698,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,1501,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,6527,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,924,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,658,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,1462,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,1480,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,4963,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,3,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,397,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,208,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,315,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,402,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,136,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,82,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,42,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,10245,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,2410,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,3187,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,2556,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,1605,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,17903,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,455,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,626,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,345,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,16038,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,1698,CTS/DMDB
VAT,Holy See,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,0,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,170,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,79,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,10,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,3300,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,7093,CTS
