Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,10827,CTS/MoI
KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,2590,CTS
KWT,Kuwait,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,372,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,18,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,558,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,721,CTS
MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,929,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,393,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,28622,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,35,CTS
MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,338,CTS
MOZ,Mozambique,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,789,CTS
MUS,Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,314,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,7285,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1960,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,2465,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,783,CTS/PPR
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1619,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,18491,CTS
SLB,Solomon Islands,Oceania,Melanesia,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,204,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,532,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,311,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,11711,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,803,CTS/NGO
TUR,Türkiye,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,3020,CTS
UGA,Uganda,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,14101,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,1929,CTS/DMDB
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,114,CTS/NGO
YEM,Yemen,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,0,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,87,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,52,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1738,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,6492,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,911,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,507,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,672,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1931,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,27203,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,200,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,25242,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,10133,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,6811,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,4982,CTS
CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,101,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1615,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,52231,CTS
DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,3506,CTS
EGY,Egypt,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,154,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,354,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,2728,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,22864,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,43738,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1496,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,6726,CTS
GEO,Georgia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,229,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,695,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,98,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,289,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,229,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1524,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,610,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,653,CTS
IND,India,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,65931,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1415,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,281,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,4513,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1142,CTS
JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,10274,CTS/MoI
KAZ,Kazakhstan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,408,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,2965,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,13652,CTS
KWT,Kuwait,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,422,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,12,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,521,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,205,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,328,CTS
MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,2243,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,389,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,30906,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,146,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,43,CTS
MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,323,CTS
MOZ,Mozambique,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,639,CTS
MUS,Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,420,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,7140,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,2176,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,2823,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,817,CTS/PPR
PHL,Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1311,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1729,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,20914,CTS
SGP,Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,1398,CTS
SLB,Solomon Islands,Oceania,Melanesia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,231,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,457,CTS
STP,Sao Tome and Principe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,0,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,283,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,286,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,12147,CTS
TJK,Tajikistan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,169,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,803,CTS/NGO
TUR,Türkiye,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,3300,CTS
UGA,Uganda,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,17046,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,2114,CTS/DMDB
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,152,CTS/NGO
YEM,Yemen,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,71,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,101,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,10,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,10557,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,33,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1793,CTS
AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,214,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,6559,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,764,CTS
BHR,Bahrain,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,145,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,590,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,176,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,684,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,2397,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,29334,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,200,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,24512,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,10477,CTS
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,858,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,7139,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,5333,CTS
CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,128,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1689,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,56281,CTS
DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,3905,CTS
EGY,Egypt,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,169,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,10348,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,244,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,2326,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,23247,CTS/MoI
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,41521,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1448,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,6552,CTS
GEO,Georgia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,215,CTS
GIN,Guinea,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,33,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,555,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,153,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,318,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,138,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1821,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,681,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,643,CTS
IND,India,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,70421,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1366,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,349,CTS
ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,4630,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,4897,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1224,CTS
JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,9430,CTS/MoI
KAZ,Kazakhstan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,382,CTS
KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,3051,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,13435,CTS
KWT,Kuwait,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,421,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,18,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,405,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,592,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,460,CTS
MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,2531,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,423,CTS
MDV,Maldives,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,342,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,33102,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,145,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,70,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,30,CTS
MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,366,CTS
MOZ,Mozambique,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,629,CTS
MUS,Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,384,CTS
NGA,Nigeria,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1545,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,6520,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,2235,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,2788,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,132,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,877,CTS/PPR
PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,7208,CTS
PHL,Philippines,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1410,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,3709,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1810,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1565,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,20182,CTS
SGP,Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1468,CTS
SLB,Solomon Islands,Oceania,Melanesia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,139,CTS
SLE,Sierra Leone,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,695,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,419,CTS
STP,Sao Tome and Principe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,0,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,293,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,363,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,12563,CTS
SYR,Syrian Arab Republic,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,70,CTS
TJK,Tajikistan,Asia,Central Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,171,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,901,CTS/NGO
TUR,Türkiye,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,2476,CTS
UGA,Uganda,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,18844,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,1898,CTS/DMDB
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,145,CTS/NGO
YEM,Yemen,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,54,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,76,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,15,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,10604,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,63,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,2934,CTS
AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,223,CTS
BDI,Burundi,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,599,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,6586,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,749,CTS
BHR,Bahrain,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,175,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,557,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,170,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,527,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,2571,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,32270,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,171,CTS
BTN,Bhutan,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,40,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,25022,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,12746,CTS
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,716,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,6826,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,5643,CTS
CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,97,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,1680,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,56784,CTS
DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,3938,CTS
EGY,Egypt,Africa,Northern Africa,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,194,CTS
